house_format,house_type,house_size,location,city,price,numBathrooms,SecurityDeposit,Status
2 BHK,Apartment ,995,Mira Road East,Mumbai,26000,2,0,Furnished
3 BHK,Apartment ,1380,Chembur,Mumbai,105000,3,0,Furnished
3 BHK,Apartment ,1150,Chembur,Mumbai,90000,4,0,Semi-Furnished
3 BHK,Apartment ,1650,Chembur,Mumbai,115000,3,0,Unfurnished
2 BHK,Apartment ,836,Thane West,Mumbai,38000,2,0,Semi-Furnished
2 BHK,Apartment ,670,Thane West,Mumbai,35000,2,0,Furnished
2 BHK,Apartment ,950,Dombivali,Mumbai,20000,2,0,Semi-Furnished
2 BHK,Apartment ,850,Chembur,Mumbai,57000,2,0,Unfurnished
2 BHK,Independent House,1300,Kalyan West,Mumbai,14000,2,0,Semi-Furnished
2 BHK,Apartment ,850,Kalyan West,Mumbai,17000,2,0,Semi-Furnished
2 BHK,Apartment ,1015,Kalyan East,Mumbai,13000,2,0,Semi-Furnished
1 BHK,Apartment ,610,Andheri East,Mumbai,43000,2,0,Furnished
1 BHK,Apartment ,625,Thane West,Mumbai,12500,1,0,Furnished
2 BHK,Apartment ,903,Thane West,Mumbai,14000,2,0,Unfurnished
1 BHK,Apartment ,624,Thane West,Mumbai,15999,2,0,Furnished
1 BHK,Apartment ,700,Powai,Mumbai,28000,1,0,Furnished
1 BHK,Apartment ,520,Malad West,Mumbai,22000,1,0,Unfurnished
2 BHK,Apartment ,900,Deonar,Mumbai,58000,2,0,Semi-Furnished
1 BHK,Apartment ,600,Chembur,Mumbai,40000,2,0,Semi-Furnished
2 BHK,Apartment ,650,Dombivli (West),Mumbai,16000,2,0,Semi-Furnished
2 BHK,Apartment ,900,Chembur,Mumbai,68000,2,0,Unfurnished
2 BHK,Apartment ,850,Deonar,Mumbai,85000,2,0,Semi-Furnished
2 BHK,Apartment ,850,Deonar,Mumbai,70000,2,0,Unfurnished
1 BHK,Apartment ,600,Kurla,Mumbai,38000,1,0,Semi-Furnished
3 BHK,Apartment ,1400,Chembur,Mumbai,85000,3,0,Unfurnished
3 BHK,Apartment ,1100,Chembur,Mumbai,75000,2,0,Semi-Furnished
2 BHK,Apartment ,1000,Chembur,Mumbai,60000,2,0,Unfurnished
2 BHK,Apartment ,700,Wadala,Mumbai,62000,2,0,Semi-Furnished
2 BHK,Apartment ,650,Kurla,Mumbai,50000,2,0,Semi-Furnished
2 BHK,Apartment ,750,Kurla,Mumbai,62900,2,0,Semi-Furnished
1 BHK,Apartment ,800,Wadala,Mumbai,75000,1,0,Semi-Furnished
1 BHK,Apartment ,600,Kurla,Mumbai,35000,2,0,Semi-Furnished
2 BHK,Apartment ,1400,Wadala,Mumbai,110000,2,0,Furnished
1 BHK,Apartment ,650,Kurla,Mumbai,50000,1,0,Semi-Furnished
2 BHK,Apartment ,800,Wadala,Mumbai,62000,2,0,Semi-Furnished
2 BHK,Apartment ,900,Wadala,Mumbai,85000,2,0,Semi-Furnished
2 BHK,Apartment ,700,Kurla East,Mumbai,58000,2,0,Semi-Furnished
2 BHK,Apartment ,1000,Kurla East,Mumbai,45000,2,0,Semi-Furnished
2 BHK,Apartment ,850,Kurla,Mumbai,60000,2,0,Semi-Furnished
2 BHK,Apartment ,1000,Chembur,Mumbai,55000,2,0,Unfurnished
2 BHK,Apartment ,950,Chembur,Mumbai,85000,2,0,Furnished
3 BHK,Apartment ,1100,Sion,Mumbai,75000,3,0,Semi-Furnished
2 BHK,Apartment ,900,Chembur,Mumbai,55000,2,0,Unfurnished
3 BHK,Apartment ,1500,Chembur,Mumbai,95000,3,0,Unfurnished
1 BHK,Apartment ,550,Chembur,Mumbai,41000,2,0,Unfurnished
1 BHK,Apartment ,500,Chembur,Mumbai,40000,1,0,Semi-Furnished
2 BHK,Apartment ,750,Chembur,Mumbai,55000,2,0,Unfurnished
2 BHK,Apartment ,750,Chembur,Mumbai,55000,2,0,Unfurnished
1 BHK,Apartment ,550,Chembur,Mumbai,40500,2,0,Unfurnished
2 BHK,Apartment ,850,Chembur,Mumbai,68000,2,0,Unfurnished
3 BHK,Apartment ,1300,Chembur,Mumbai,75000,2,0,Unfurnished
2 BHK,Apartment ,1200,Chembur,Mumbai,55000,2,0,Semi-Furnished
2 BHK,Apartment ,1100,Govandi,Mumbai,61000,2,0,Unfurnished
2 BHK,Apartment ,820,Chembur,Mumbai,55000,2,0,Semi-Furnished
3 BHK,Apartment ,1100,Wadala,Mumbai,150000,2,0,Unfurnished
2 BHK,Apartment ,900,Kurla,Mumbai,48000,2,0,Semi-Furnished
1 BHK,Apartment ,550,Chembur,Mumbai,42000,1,0,Semi-Furnished
1 BHK,Apartment ,700,Chembur,Mumbai,45000,1,0,Semi-Furnished
2 BHK,Apartment ,800,Chembur,Mumbai,65000,1,0,Unfurnished
2 BHK,Apartment ,850,Chembur,Mumbai,62000,2,0,Unfurnished
2 BHK,Apartment ,950,Deonar,Mumbai,78000,2,0,Unfurnished
2 BHK,Apartment ,750,Tilak Nagar,Mumbai,65000,2,0,Furnished
2 BHK,Apartment ,1000,Chembur,Mumbai,65000,2,0,Unfurnished
2 BHK,Apartment ,1200,Wadala,Mumbai,75000,2,0,Furnished
1 RK,Studio Apartment,225,Malad West,Mumbai,11000,1,0,Unfurnished
1 RK,Studio Apartment,225,Malad West,Mumbai,10000,1,0,Unfurnished
2 BHK,Apartment ,1150,Chembur,Mumbai,66000,2,0,Unfurnished
1 BHK,Apartment ,550,Dombivli (West),Mumbai,15000,1,0,Furnished
2 BHK,Apartment ,1000,Kalyan West,Mumbai,20000,2,0,Semi-Furnished
1 RK,Studio Apartment,300,Andheri East,Mumbai,16500,1,0,Furnished
1 BHK,Apartment ,600,Andheri East,Mumbai,40000,2,0,Furnished
1 BHK,Apartment ,600,Andheri East,Mumbai,40000,2,0,Furnished
1 BHK,Apartment ,550,Thane West,Mumbai,25000,2,0,Semi-Furnished
2 BHK,Apartment ,1100,Malad West,Mumbai,55000,2,0,Unfurnished
2 BHK,Apartment ,950,Goregaon West,Mumbai,48000,2,0,Unfurnished
2 BHK,Apartment ,1100,Malad West,Mumbai,75000,2,0,Semi-Furnished
3 BHK,Apartment ,1500,Malad West,Mumbai,85000,3,0,Furnished
2 BHK,Apartment ,850,Goregaon West,Mumbai,55000,2,0,Unfurnished
2 BHK,Apartment ,900,Goregaon West,Mumbai,60000,2,0,Unfurnished
2 BHK,Apartment ,1100,Malad West,Mumbai,60000,2,0,Semi-Furnished
3 BHK,Apartment ,1200,Malad West,Mumbai,72000,3,0,Unfurnished
2 BHK,Apartment ,1150,Goregaon West,Mumbai,75000,2,0,Semi-Furnished
2 BHK,Apartment ,900,Malad West,Mumbai,50000,2,0,Unfurnished
3 BHK,Apartment ,1500,Malad West,Mumbai,115000,4,0,Semi-Furnished
2 BHK,Apartment ,1100,Malad West,Mumbai,67000,2,0,Furnished
2 BHK,Apartment ,1200,Malad West,Mumbai,75000,2,0,Semi-Furnished
3 BHK,Apartment ,1600,Goregaon West,Mumbai,110000,3,0,Unfurnished
3 BHK,Apartment ,1200,Goregaon West,Mumbai,80000,2,0,Semi-Furnished
2 BHK,Apartment ,950,Malad West,Mumbai,60000,2,0,Semi-Furnished
2 BHK,Apartment ,950,Malad West,Mumbai,55000,2,0,Unfurnished
2 BHK,Apartment ,1100,Goregaon West,Mumbai,70000,2,0,Semi-Furnished
1 BHK,Apartment ,555,Santosh Nagar,Mumbai,10000,1,0,Unfurnished
4 BHK,Independent Floor,1600,Chembur,Mumbai,115000,4,0,Semi-Furnished
2 BHK,Apartment ,1050,Chembur,Mumbai,58000,2,0,Semi-Furnished
6 BHK,Villa ,4500,Chembur,Mumbai,225000,6,0,Semi-Furnished
1 BHK,Apartment ,700,Chembur,Mumbai,42500,1,0,Unfurnished
1 BHK,Apartment ,600,Wadala,Mumbai,65000,1,0,Semi-Furnished
2 BHK,Apartment ,850,Chembur,Mumbai,50000,2,0,Semi-Furnished
1 BHK,Apartment ,600,Andheri East,Mumbai,40000,2,0,Furnished
1 BHK,Apartment ,600,Borivali West,Mumbai,32000,1,0,Unfurnished
3 BHK,Apartment ,1200,Goregaon East,Mumbai,45000,3,0,Furnished
2 BHK,Apartment ,981,Goregaon East,Mumbai,29000,2,0,Furnished
2 BHK,Apartment ,800,Goregaon East,Mumbai,23000,2,0,Unfurnished
1 BHK,Apartment ,620,Kalyan East,Mumbai,10000,2,0,Semi-Furnished
1 BHK,Apartment ,600,Andheri East,Mumbai,44000,2,0,Furnished
1 BHK,Apartment ,600,Andheri East,Mumbai,45000,1,0,Furnished
2 BHK,Apartment ,750,Malad West,Mumbai,75000,2,0,Unfurnished
2 BHK,Apartment ,1120,Malad West,Mumbai,60500,2,0,Semi-Furnished
1 BHK,Apartment ,620,Malad West,Mumbai,38000,2,0,Furnished
2 BHK,Apartment ,980,Goregaon West,Mumbai,72000,2,0,Semi-Furnished
2 BHK,Apartment ,1100,Malad West,Mumbai,53000,2,0,Unfurnished
2 BHK,Apartment ,1120,Malad West,Mumbai,43000,2,0,Semi-Furnished
1 BHK,Apartment ,550,Malad West,Mumbai,35000,2,0,Unfurnished
3 BHK,Apartment ,1350,Malad West,Mumbai,80000,3,0,Semi-Furnished
3 BHK,Apartment ,1130,Malad West,Mumbai,75000,3,0,Semi-Furnished
1 BHK,Apartment ,540,Andheri East,Mumbai,24000,1,0,Furnished
3 BHK,Apartment ,2500,Andheri West,Mumbai,180000,4,0,Furnished
2 BHK,Apartment ,1200,Jogeshwari West,Mumbai,59000,2,0,Furnished
2 BHK,Apartment ,1100,Jogeshwari West,Mumbai,45000,3,0,Unfurnished
2 BHK,Apartment ,830,Bhandup West,Mumbai,35000,2,0,Unfurnished
2 BHK,Apartment ,830,Bhandup West,Mumbai,35000,2,0,Unfurnished
2 BHK,Apartment ,830,Bhandup West,Mumbai,35000,2,0,Unfurnished
3 BHK,Apartment ,1100,Mulund West,Mumbai,63000,3,0,Semi-Furnished
2 BHK,Apartment ,830,Kanjurmarg,Mumbai,42000,2,0,Semi-Furnished
2 BHK,Apartment ,850,Kanjurmarg,Mumbai,45000,2,0,Furnished
2 BHK,Apartment ,780,Kanjurmarg,Mumbai,48000,2,0,Unfurnished
3 BHK,Apartment ,1200,Mulund West,Mumbai,70000,3,0,Semi-Furnished
3 BHK,Apartment ,1063,Mulund West,Mumbai,67000,3,0,Semi-Furnished
3 BHK,Apartment ,1500,matunga east,Mumbai,190000,3,0,Furnished
2 BHK,Apartment ,900,Vikhroli,Mumbai,38000,2,0,Unfurnished
4 BHK,Apartment ,1700,Mulund West,Mumbai,80000,4,0,Unfurnished
1 BHK,Apartment ,600,Vikhroli,Mumbai,30000,2,0,Semi-Furnished
3 BHK,Apartment ,950,Kanjurmarg,Mumbai,40000,3,0,Semi-Furnished
2 BHK,Apartment ,950,Kanjurmarg,Mumbai,45000,2,0,Furnished
2 BHK,Apartment ,900,Dadar West,Mumbai,55000,2,0,Unfurnished
4 BHK,Apartment ,2200,Mulund West,Mumbai,65000,5,0,Unfurnished
2 BHK,Apartment ,950,Mulund West,Mumbai,42000,2,0,Unfurnished
2 BHK,Apartment ,950,Mulund West,Mumbai,42000,2,0,Unfurnished
2 BHK,Apartment ,950,Mulund West,Mumbai,42000,2,0,Unfurnished
2 BHK,Apartment ,950,Mulund West,Mumbai,42000,2,0,Unfurnished
2 BHK,Apartment ,900,Dadar East,Mumbai,60000,2,0,Furnished
2 BHK,Apartment ,900,Dadar East,Mumbai,60000,2,0,Furnished
2 BHK,Apartment ,900,Dadar East,Mumbai,60000,2,0,Furnished
2 BHK,Apartment ,900,Dadar East,Mumbai,60000,2,0,Furnished
2 BHK,Apartment ,900,Dadar East,Mumbai,60000,2,0,Furnished
2 BHK,Apartment ,900,Dadar East,Mumbai,60000,2,0,Furnished
2 BHK,Apartment ,900,Dadar East,Mumbai,60000,2,0,Furnished
2 BHK,Apartment ,900,Dadar East,Mumbai,60000,2,0,Furnished
2 BHK,Apartment ,900,Dadar East,Mumbai,60000,2,0,Furnished
2 BHK,Apartment ,900,Dadar East,Mumbai,60000,2,0,Furnished
2 BHK,Apartment ,900,Dadar East,Mumbai,60000,2,0,Furnished
2 BHK,Apartment ,900,Dadar East,Mumbai,60000,2,0,Furnished
2 BHK,Apartment ,900,Dadar East,Mumbai,60000,2,0,Furnished
2 BHK,Apartment ,900,Dadar East,Mumbai,60000,2,0,Furnished
2 BHK,Apartment ,900,Dadar East,Mumbai,60000,2,0,Furnished
2 BHK,Apartment ,900,Dadar East,Mumbai,60000,2,0,Furnished
2 BHK,Apartment ,900,Dadar East,Mumbai,60000,2,0,Furnished
1 BHK,Apartment ,550,MATUNGA WEST,Mumbai,40000,2,0,Unfurnished
1 BHK,Apartment ,550,MATUNGA WEST,Mumbai,40000,2,0,Unfurnished
1 BHK,Apartment ,550,MATUNGA WEST,Mumbai,40000,2,0,Unfurnished
1 BHK,Apartment ,550,MATUNGA WEST,Mumbai,40000,2,0,Unfurnished
1 BHK,Apartment ,550,MATUNGA WEST,Mumbai,40000,2,0,Unfurnished
1 BHK,Apartment ,550,MATUNGA WEST,Mumbai,40000,2,0,Unfurnished
1 BHK,Apartment ,550,MATUNGA WEST,Mumbai,40000,2,0,Unfurnished
1 BHK,Apartment ,550,MATUNGA WEST,Mumbai,40000,2,0,Unfurnished
1 BHK,Apartment ,550,MATUNGA WEST,Mumbai,40000,2,0,Unfurnished
1 BHK,Apartment ,550,MATUNGA WEST,Mumbai,40000,2,0,Unfurnished
3 BHK,Apartment ,1050,Bhandup West,Mumbai,70000,3,0,Unfurnished
3 BHK,Apartment ,1050,Bhandup West,Mumbai,70000,3,0,Unfurnished
3 BHK,Apartment ,1050,Bhandup West,Mumbai,70000,3,0,Unfurnished
3 BHK,Apartment ,1050,Bhandup West,Mumbai,70000,3,0,Unfurnished
3 BHK,Apartment ,1050,Bhandup West,Mumbai,70000,3,0,Unfurnished
3 BHK,Apartment ,1050,Bhandup West,Mumbai,70000,3,0,Unfurnished
3 BHK,Apartment ,1050,Bhandup West,Mumbai,70000,3,0,Unfurnished
3 BHK,Apartment ,1050,Bhandup West,Mumbai,70000,3,0,Unfurnished
3 BHK,Apartment ,1050,Bhandup West,Mumbai,70000,3,0,Unfurnished
3 BHK,Apartment ,1050,Bhandup West,Mumbai,70000,3,0,Unfurnished
2 BHK,Apartment ,850,Bhandup West,Mumbai,45000,2,0,Furnished
2 BHK,Apartment ,850,Bhandup West,Mumbai,45000,2,0,Furnished
2 BHK,Apartment ,850,Bhandup West,Mumbai,45000,2,0,Furnished
2 BHK,Apartment ,850,Bhandup West,Mumbai,45000,2,0,Furnished
2 BHK,Apartment ,850,Bhandup West,Mumbai,45000,2,0,Furnished
2 BHK,Apartment ,850,Bhandup West,Mumbai,45000,2,0,Furnished
2 BHK,Apartment ,850,Bhandup West,Mumbai,45000,2,0,Furnished
2 BHK,Apartment ,850,Bhandup West,Mumbai,45000,2,0,Furnished
3 BHK,Apartment ,950,Mulund West,Mumbai,50000,2,0,Unfurnished
3 BHK,Apartment ,950,Mulund West,Mumbai,50000,2,0,Unfurnished
3 BHK,Apartment ,950,Mulund West,Mumbai,50000,2,0,Unfurnished
2 BHK,Apartment ,850,Bhandup West,Mumbai,45000,2,0,Furnished
3 BHK,Apartment ,950,Mulund West,Mumbai,50000,2,0,Unfurnished
2 BHK,Apartment ,850,Bhandup West,Mumbai,25000,2,0,Semi-Furnished
2 BHK,Apartment ,850,Bhandup West,Mumbai,25000,2,0,Semi-Furnished
2 BHK,Apartment ,850,Bhandup West,Mumbai,25000,2,0,Semi-Furnished
2 BHK,Apartment ,850,Bhandup West,Mumbai,25000,2,0,Semi-Furnished
2 BHK,Apartment ,900,Mulund West,Mumbai,45000,2,0,Semi-Furnished
2 BHK,Apartment ,900,Mulund West,Mumbai,45000,2,0,Semi-Furnished
2 BHK,Apartment ,900,Mulund West,Mumbai,45000,2,0,Semi-Furnished
2 BHK,Apartment ,900,Mulund West,Mumbai,45000,2,0,Semi-Furnished
2 BHK,Apartment ,850,Bhandup West,Mumbai,27000,1,0,Furnished
2 BHK,Apartment ,850,Bhandup West,Mumbai,27000,1,0,Furnished
2 BHK,Apartment ,850,Bhandup West,Mumbai,27000,1,0,Furnished
3 BHK,Apartment ,1500,Bhandup West,Mumbai,50000,2,0,Furnished
3 BHK,Apartment ,1250,Bhandup West,Mumbai,50000,4,0,Unfurnished
2 BHK,Apartment ,750,Bhandup West,Mumbai,35000,2,0,Unfurnished
2 BHK,Apartment ,750,Bhandup West,Mumbai,35000,2,0,Unfurnished
2 BHK,Apartment ,850,Kanjurmarg,Mumbai,45000,2,0,Semi-Furnished
2 BHK,Apartment ,850,Kanjurmarg,Mumbai,45000,2,0,Semi-Furnished
2 BHK,Apartment ,850,Kanjurmarg,Mumbai,45000,2,0,Semi-Furnished
3 BHK,Apartment ,1380,Bhandup West,Mumbai,57000,null,0,Unfurnished
2 BHK,Apartment ,850,Bhandup West,Mumbai,40000,2,0,Semi-Furnished
2 BHK,Apartment ,850,Bhandup West,Mumbai,40000,2,0,Semi-Furnished
2 BHK,Apartment ,850,Bhandup West,Mumbai,40000,2,0,Semi-Furnished
3 BHK,Apartment ,1500,Bhandup West,Mumbai,50000,2,0,Furnished
2 BHK,Apartment ,900,Ville Parle East,Mumbai,65000,2,0,Furnished
2 BHK,Apartment ,900,Ville Parle East,Mumbai,65000,2,0,Furnished
2 BHK,Apartment ,900,Ville Parle East,Mumbai,65000,2,0,Furnished
2 BHK,Apartment ,900,Ville Parle East,Mumbai,65000,2,0,Furnished
2 BHK,Apartment ,900,Ville Parle East,Mumbai,65000,2,0,Furnished
2 BHK,Apartment ,900,Ville Parle East,Mumbai,65000,2,0,Furnished
2 BHK,Apartment ,900,Ville Parle East,Mumbai,65000,2,0,Furnished
2 BHK,Apartment ,900,Ville Parle East,Mumbai,65000,2,0,Furnished
2 BHK,Apartment ,900,Ville Parle East,Mumbai,65000,2,0,Furnished
2 BHK,Apartment ,900,Ville Parle East,Mumbai,28000,1,0,Unfurnished
2 BHK,Apartment ,900,Ville Parle East,Mumbai,28000,1,0,Unfurnished
2 BHK,Apartment ,900,Ville Parle East,Mumbai,28000,1,0,Unfurnished
2 BHK,Apartment ,900,Ville Parle East,Mumbai,28000,1,0,Unfurnished
2 BHK,Apartment ,900,Ville Parle East,Mumbai,28000,2,0,Unfurnished
2 BHK,Apartment ,900,Ville Parle East,Mumbai,65000,2,0,Furnished
2 BHK,Apartment ,900,Ville Parle East,Mumbai,65000,2,0,Furnished
2 BHK,Apartment ,900,Ville Parle East,Mumbai,65000,2,0,Furnished
2 BHK,Apartment ,900,Ville Parle East,Mumbai,65000,2,0,Furnished
2 BHK,Apartment ,900,Ville Parle East,Mumbai,65000,2,0,Furnished
2 BHK,Apartment ,900,Ville Parle East,Mumbai,28000,2,0,Unfurnished
2 BHK,Apartment ,900,Ville Parle East,Mumbai,65000,2,0,Furnished
1 BHK,Apartment ,510,Vikhroli,Mumbai,28000,1,0,Unfurnished
1 BHK,Apartment ,550,Vikhroli,Mumbai,28000,2,0,Unfurnished
1 BHK,Apartment ,550,Vikhroli,Mumbai,28000,2,0,Unfurnished
1 BHK,Apartment ,550,Vikhroli,Mumbai,28000,2,0,Unfurnished
1 BHK,Apartment ,550,Vikhroli,Mumbai,28000,2,0,Unfurnished
1 BHK,Apartment ,550,Vikhroli,Mumbai,28000,2,0,Unfurnished
4 BHK,Apartment ,1600,Bhandup West,Mumbai,70000,4,0,Furnished
4 BHK,Apartment ,1600,Bhandup West,Mumbai,70000,4,0,Furnished
4 BHK,Apartment ,1600,Bhandup West,Mumbai,70000,4,0,Furnished
4 BHK,Apartment ,1600,Bhandup West,Mumbai,70000,4,0,Furnished
4 BHK,Apartment ,1600,Bhandup West,Mumbai,70000,4,0,Furnished
2 BHK,Apartment ,830,Bhandup West,Mumbai,35000,2,0,Furnished
2 BHK,Apartment ,830,Bhandup West,Mumbai,35000,2,0,Furnished
2 BHK,Apartment ,830,Bhandup West,Mumbai,35000,2,0,Furnished
2 BHK,Apartment ,830,Bhandup West,Mumbai,35000,2,0,Furnished
2 BHK,Apartment ,830,Bhandup West,Mumbai,35000,2,0,Furnished
2 BHK,Apartment ,830,Bhandup West,Mumbai,35000,2,0,Furnished
2 BHK,Apartment ,830,Bhandup West,Mumbai,35000,2,0,Furnished
2 BHK,Apartment ,830,Bhandup West,Mumbai,35000,2,0,Furnished
2 BHK,Apartment ,830,Bhandup West,Mumbai,35000,2,0,Furnished
2 BHK,Apartment ,830,Bhandup West,Mumbai,35000,2,0,Furnished
2 BHK,Apartment ,830,Bhandup West,Mumbai,35000,2,0,Furnished
3 BHK,Apartment ,1100,Mulund West,Mumbai,53000,3,0,Unfurnished
3 BHK,Apartment ,1100,Mulund West,Mumbai,53000,3,0,Unfurnished
3 BHK,Apartment ,1100,Mulund West,Mumbai,53000,3,0,Unfurnished
2 BHK,Apartment ,900,Kalyan West,Mumbai,20000,2,0,Semi-Furnished
2 BHK,Apartment ,830,Bhandup West,Mumbai,31000,2,0,Furnished
2 BHK,Apartment ,830,Bhandup West,Mumbai,31000,2,0,Furnished
2 BHK,Apartment ,830,Bhandup West,Mumbai,31000,2,0,Furnished
2 BHK,Apartment ,830,Bhandup West,Mumbai,31000,2,0,Furnished
2 BHK,Apartment ,830,Bhandup West,Mumbai,31000,2,0,Furnished
2 BHK,Apartment ,830,Bhandup West,Mumbai,31000,2,0,Furnished
2 BHK,Apartment ,830,Bhandup West,Mumbai,31000,2,0,Furnished
2 BHK,Apartment ,830,Bhandup West,Mumbai,27000,2,0,Semi-Furnished
2 BHK,Apartment ,830,Bhandup West,Mumbai,27000,2,0,Semi-Furnished
2 BHK,Apartment ,830,Bhandup West,Mumbai,27000,2,0,Semi-Furnished
3 BHK,Apartment ,1500,Chembur,Mumbai,85000,3,0,Semi-Furnished
1 BHK,Apartment ,600,Andheri West,Mumbai,30000,1,0,Furnished
1 BHK,Apartment ,500,Jogeshwari West,Mumbai,26000,1,0,Semi-Furnished
1 BHK,Apartment ,400,Andheri West,Mumbai,26000,1,0,Unfurnished
2 BHK,Apartment ,950,Powai,Mumbai,68000,2,0,Unfurnished
2 BHK,Apartment ,1100,Jogeshwari West,Mumbai,56000,2,0,Semi-Furnished
3 BHK,Apartment ,1500,Kharghar,Mumbai,38000,3,0,Furnished
2 BHK,Apartment ,1250,Andheri East,Mumbai,85000,2,0,Furnished
2 BHK,Apartment ,700,Goregaon West,Mumbai,45000,2,0,Unfurnished
3 BHK,Apartment ,1350,Worli,Mumbai,190000,2,0,Semi-Furnished
2 BHK,Apartment ,1350,Wadala,Mumbai,86000,2,0,Semi-Furnished
3 BHK,Apartment ,1400,Lower Parel,Mumbai,166000,2,0,Semi-Furnished
4 BHK,Apartment ,1760,Chembur,Mumbai,100000,4,0,Semi-Furnished
3 BHK,Apartment ,2050,Worli,Mumbai,180000,2,0,Semi-Furnished
1 BHK,Apartment ,480,Vikhroli,Mumbai,52000,1,0,Semi-Furnished
3 BHK,Apartment ,1650,Worli,Mumbai,300000,2,0,Semi-Furnished
4 BHK,Apartment ,1550,Worli,Mumbai,360000,3,0,Semi-Furnished
4 BHK,Apartment ,4000,Worli,Mumbai,605000,3,0,Semi-Furnished
2 BHK,Apartment ,1350,Lower Parel,Mumbai,100000,2,0,Semi-Furnished
2 BHK,Apartment ,1010,Andheri East,Mumbai,65000,2,0,Unfurnished
2 BHK,Apartment ,1210,Andheri East,Mumbai,70000,2,0,Unfurnished
2 BHK,Apartment ,1148,Andheri East,Mumbai,60000,2,0,Unfurnished
1 BHK,Apartment ,520,Malad West,Mumbai,22000,1,0,Unfurnished
2 BHK,Apartment ,750,Malad West,Mumbai,35000,2,0,Semi-Furnished
2 BHK,Apartment ,800,Andheri West,Mumbai,55000,2,0,Semi-Furnished
1 BHK,Apartment ,700,Jogeshwari West,Mumbai,40000,2,0,Unfurnished
2 BHK,Apartment ,1100,Chembur,Mumbai,57000,2,0,Semi-Furnished
1 BHK,Apartment ,600,Airoli,Mumbai,37000,2,0,Furnished
1 RK,Studio Apartment,450,Andheri West,Mumbai,30000,1,0,Unfurnished
1 BHK,Apartment ,700,Andheri West,Mumbai,35000,2,0,Unfurnished
3 BHK,Apartment ,1356,Chembur,Mumbai,67500,3,0,Unfurnished
3 BHK,Apartment ,1222,Chembur,Mumbai,70000,3,0,Semi-Furnished
2 BHK,Apartment ,1120,Chembur,Mumbai,48000,2,0,Unfurnished
3 BHK,Apartment ,1355,Chembur,Mumbai,84000,3,0,Semi-Furnished
2 BHK,Apartment ,950,Thane West,Mumbai,40000,2,0,Semi-Furnished
2 BHK,Apartment ,750,Thane West,Mumbai,40000,1,0,Unfurnished
1 BHK,Apartment ,690,Ulwe,Mumbai,7500,1,0,Semi-Furnished
2 BHK,Apartment ,1200,Ulwe,Mumbai,11000,2,0,Semi-Furnished
1 BHK,Apartment ,680,Ulwe,Mumbai,9000,1,0,Semi-Furnished
3 BHK,Apartment ,1800,Seawoods,Mumbai,82000,3,0,Semi-Furnished
4 BHK,Independent House,2200,Nerul,Mumbai,56000,4,0,Semi-Furnished
2 BHK,Apartment ,1250,Kharghar,Mumbai,29000,2,0,Semi-Furnished
2 BHK,Apartment ,1150,Seawoods,Mumbai,61000,2,0,Furnished
2 BHK,Apartment ,1250,Kharghar,Mumbai,32000,2,0,Furnished
1 BHK,Apartment ,610,Ulwe,Mumbai,9500,1,0,Unfurnished
1 BHK,Apartment ,600,Bandra West,Mumbai,65000,2,0,Furnished
1 BHK,Apartment ,650,Bandra West,Mumbai,120000,2,0,Furnished
2 BHK,Apartment ,1000,Wadala,Mumbai,79100,2,0,Unfurnished
2 BHK,Apartment ,1500,Wadala,Mumbai,91000,2,0,Unfurnished
2 BHK,Apartment ,935,Wadala,Mumbai,90000,2,0,Unfurnished
1 BHK,Apartment ,650,Chembur,Mumbai,40000,1,0,Unfurnished
2 BHK,Apartment ,1200,Kalyan West,Mumbai,16000,3,0,Semi-Furnished
3 BHK,Apartment ,950,Borivali West,Mumbai,35000,2,0,Unfurnished
1 BHK,Apartment ,550,Dahisar,Mumbai,21000,2,0,Semi-Furnished
2 BHK,Apartment ,1050,Panvel,Mumbai,15000,2,0,Semi-Furnished
2 BHK,Apartment ,1050,Panvel,Mumbai,15000,2,0,Semi-Furnished
2 BHK,Apartment ,1200,Khar West,Mumbai,135000,2,0,Furnished
1 BHK,Apartment ,600,Bandra West,Mumbai,60000,1,0,Furnished
3 BHK,Apartment ,1600,Bandra West,Mumbai,150000,3,0,Furnished
1 BHK,Apartment ,850,Bandra West,Mumbai,70000,2,0,Semi-Furnished
1 BHK,Apartment ,680,Kalyan West,Mumbai,17000,1,0,Furnished
2 BHK,Apartment ,800,Kalyan West,Mumbai,13000,2,0,Unfurnished
2 BHK,Apartment ,750,Kamothe,Mumbai,13000,2,0,Unfurnished
2 BHK,Apartment ,900,Andheri West,Mumbai,75000,2,0,Furnished
3 BHK,Apartment ,2300,Goregaon West,Mumbai,140000,3,0,Furnished
2 BHK,Apartment ,800,Andheri West,Mumbai,75000,2,0,Furnished
1 BHK,Apartment ,500,Jogeshwari West,Mumbai,29000,1,0,Semi-Furnished
1 BHK,Apartment ,340,Andheri East,Mumbai,22000,1,0,Unfurnished
1 BHK,Apartment ,470,Goregaon West,Mumbai,24000,1,0,Unfurnished
1 BHK,Apartment ,360,Andheri West,Mumbai,23000,1,0,Unfurnished
1 BHK,Apartment ,350,Jogeshwari West,Mumbai,25000,1,0,Semi-Furnished
2 BHK,Apartment ,1200,Jogeshwari West,Mumbai,65000,2,0,Unfurnished
2 BHK,Apartment ,1200,Malabar Hill,Mumbai,200000,2,0,Furnished
